setting,video,brain,nmi,ari,n_video_clusters,n_brain_clusters
agglomerative_ward_K8,video.vjepa2,brain.roi_mean,0.04635053148786873,0.013980570523898677,8,8
agglomerative_ward_K8,video.vjepa2,brain.brain_jepa,0.02073318913344836,0.007128142937435976,8,8
agglomerative_ward_K8,video.vjepa2,brain.swift,0.017204524555243333,0.010338487330107976,8,8
agglomerative_ward_K8,video.clip,brain.roi_mean,0.05987420979814557,0.024351678067465,8,8
agglomerative_ward_K8,video.clip,brain.brain_jepa,0.027034945303855053,0.00976304470178819,8,8
agglomerative_ward_K8,video.clip,brain.swift,0.016052014400580395,0.0032191271576893447,8,8
agglomerative_ward_K9,video.vjepa2,brain.roi_mean,0.055266434022374994,0.015460897351648708,9,9
agglomerative_ward_K9,video.vjepa2,brain.brain_jepa,0.02524423274259559,0.008156326078598003,9,9
agglomerative_ward_K9,video.vjepa2,brain.swift,0.019840660033545374,0.008774444084061148,9,9
agglomerative_ward_K9,video.clip,brain.roi_mean,0.06437478003387236,0.02355598249632057,9,9
agglomerative_ward_K9,video.clip,brain.brain_jepa,0.030719307395312985,0.007929396915660462,9,9
agglomerative_ward_K9,video.clip,brain.swift,0.017777205295407147,0.0019585313317880726,9,9
gmm_K10,video.vjepa2,brain.roi_mean,0.04468292114300883,0.013108673863249189,10,10
gmm_K10,video.vjepa2,brain.brain_jepa,0.035001642220667,0.010937429810015324,10,10
gmm_K10,video.vjepa2,brain.swift,0.031001937059900668,0.012372272041128451,10,10
gmm_K10,video.clip,brain.roi_mean,0.04435968178417713,0.009490983913250069,10,10
gmm_K10,video.clip,brain.brain_jepa,0.03040264862833384,0.009791718648695772,10,10
gmm_K10,video.clip,brain.swift,0.02261952398622014,0.0052149099074208245,10,10
gmm_K11,video.vjepa2,brain.roi_mean,0.04503467853111772,0.010902508705212555,11,11
gmm_K11,video.vjepa2,brain.brain_jepa,0.03247392590418004,0.010398076528726964,11,11
gmm_K11,video.vjepa2,brain.swift,0.03342226494244544,0.00964220039337607,11,11
gmm_K11,video.clip,brain.roi_mean,0.058803489668918886,0.01936984335563726,11,11
gmm_K11,video.clip,brain.brain_jepa,0.041394345020237776,0.00119087011830949,11,11
gmm_K11,video.clip,brain.swift,0.03163167165448563,0.005321908244023114,11,11
gmm_K12,video.vjepa2,brain.roi_mean,0.05552273390529232,0.015920529987761944,12,12
gmm_K12,video.vjepa2,brain.brain_jepa,0.03711967535876202,0.007289728307081849,12,12
gmm_K12,video.vjepa2,brain.swift,0.037847044841554746,0.009700991898481543,12,12
gmm_K12,video.clip,brain.roi_mean,0.06220026427600914,0.02006099315322068,12,12
gmm_K12,video.clip,brain.brain_jepa,0.04278583586814537,0.010295007966713655,12,12
gmm_K12,video.clip,brain.swift,0.036854963132924065,0.007347626697856624,12,12
gmm_K13,video.vjepa2,brain.roi_mean,0.05240039585944541,0.012734496934458151,13,13
gmm_K13,video.vjepa2,brain.brain_jepa,0.047391612343350126,0.01243306644091557,13,13
gmm_K13,video.vjepa2,brain.swift,0.0415485874317918,0.011015983327396294,13,13
gmm_K13,video.clip,brain.roi_mean,0.055018216711842274,0.013700407372299633,13,13
gmm_K13,video.clip,brain.brain_jepa,0.044598443832531136,0.005089449382426044,13,13
gmm_K13,video.clip,brain.swift,0.037457212637671995,0.010485358279665173,13,13
gmm_K14,video.vjepa2,brain.roi_mean,0.0722718301137027,0.016413137389957227,14,14
gmm_K14,video.vjepa2,brain.brain_jepa,0.037986339533134336,0.005265666496611871,14,14
gmm_K14,video.vjepa2,brain.swift,0.040340537102982285,0.0072549364677306025,14,14
gmm_K14,video.clip,brain.roi_mean,0.07445733013803252,0.023447607403937903,14,14
gmm_K14,video.clip,brain.brain_jepa,0.04638755285602209,0.0030696393389004896,14,14
gmm_K14,video.clip,brain.swift,0.04175193356351296,0.012529478428491917,14,14
gmm_K15,video.vjepa2,brain.roi_mean,0.0610693060041994,0.010263110540407513,15,15
gmm_K15,video.vjepa2,brain.brain_jepa,0.05018612719308761,0.010215265892633635,15,15
gmm_K15,video.vjepa2,brain.swift,0.04528465827299561,0.008270216219485347,15,15
gmm_K15,video.clip,brain.roi_mean,0.05996806862238026,0.014401163382211165,15,15
gmm_K15,video.clip,brain.brain_jepa,0.05880979040464289,0.009134953268698337,15,15
gmm_K15,video.clip,brain.swift,0.04419160558752375,0.014030795581839195,15,15
gmm_K16,video.vjepa2,brain.roi_mean,0.06958371059389301,0.014728662220513025,16,16
gmm_K16,video.vjepa2,brain.brain_jepa,0.05710736584195799,0.010064382697259325,16,16
gmm_K16,video.vjepa2,brain.swift,0.05093033843795471,0.007963084668633762,16,16
gmm_K16,video.clip,brain.roi_mean,0.07862089776296476,0.017136593516437343,16,16
gmm_K16,video.clip,brain.brain_jepa,0.05487748688782413,0.0039730143317012676,16,16
gmm_K16,video.clip,brain.swift,0.04732249202409779,0.011595212426452499,16,16
gmm_K17,video.vjepa2,brain.roi_mean,0.07263560735903102,0.014645135074705782,17,17
gmm_K17,video.vjepa2,brain.brain_jepa,0.05231404151212357,0.009485293151434029,17,17
gmm_K17,video.vjepa2,brain.swift,0.04389957507747256,0.007860593124250408,17,17
gmm_K17,video.clip,brain.roi_mean,0.08449909287476465,0.018281947537108628,17,17
gmm_K17,video.clip,brain.brain_jepa,0.06606847055568407,0.010537976376235096,17,17
gmm_K17,video.clip,brain.swift,0.0469732269576537,0.009169873652197003,17,17
gmm_K18,video.vjepa2,brain.roi_mean,0.08005324312736058,0.01694473030693412,18,18
gmm_K18,video.vjepa2,brain.brain_jepa,0.05622330746918106,0.01031075299944913,18,18
gmm_K18,video.vjepa2,brain.swift,0.05132923003940477,0.010315359160201619,18,18
gmm_K18,video.clip,brain.roi_mean,0.08805815647676718,0.01857799709947075,18,18
gmm_K18,video.clip,brain.brain_jepa,0.0724311256285245,0.011346630135364856,18,18
gmm_K18,video.clip,brain.swift,0.051230878618286985,0.01330434527553434,18,18
gmm_K19,video.vjepa2,brain.roi_mean,0.08007163431933878,0.013802752590843346,19,19
gmm_K19,video.vjepa2,brain.brain_jepa,0.060089267672403655,0.007466629427112159,19,19
gmm_K19,video.vjepa2,brain.swift,0.05620021508496682,0.007645768475643709,19,19
gmm_K19,video.clip,brain.roi_mean,0.09035388047903288,0.022179803254008,19,19
gmm_K19,video.clip,brain.brain_jepa,0.07378902162167547,0.011681703508157344,19,19
gmm_K19,video.clip,brain.swift,0.05652186480078375,0.015767922404122055,19,19
gmm_K2,video.vjepa2,brain.roi_mean,0.008875188299492751,0.019964377455184843,2,2
gmm_K2,video.vjepa2,brain.brain_jepa,0.007461757743677429,0.024184362716155785,2,2
gmm_K2,video.vjepa2,brain.swift,0.010335860526940964,0.026452251815221203,2,2
gmm_K2,video.clip,brain.roi_mean,0.0038391638673994635,0.0005049884997266147,2,2
gmm_K2,video.clip,brain.brain_jepa,0.0033321012099737923,-0.004010369060448022,2,2
gmm_K2,video.clip,brain.swift,0.004277785482787911,-0.0013821943887438203,2,2
gmm_K20,video.vjepa2,brain.roi_mean,0.07792360028228462,0.013545157769624575,20,20
gmm_K20,video.vjepa2,brain.brain_jepa,0.06682117702312583,0.00945259209819748,20,20
gmm_K20,video.vjepa2,brain.swift,0.05720159181281709,0.008001756468101277,20,20
gmm_K20,video.clip,brain.roi_mean,0.08739063740719234,0.015674868678488663,20,20
gmm_K20,video.clip,brain.brain_jepa,0.07482971689773622,0.009146971669264946,20,20
gmm_K20,video.clip,brain.swift,0.053808141880472705,0.008443690449710037,20,20
gmm_K21,video.vjepa2,brain.roi_mean,0.08693696190652989,0.01754960262371851,21,21
gmm_K21,video.vjepa2,brain.brain_jepa,0.06467463268610957,0.007639346631529337,21,21
gmm_K21,video.vjepa2,brain.swift,0.059818431925632846,0.007962985559871663,21,21
gmm_K21,video.clip,brain.roi_mean,0.10211995075082086,0.024462362370114052,21,21
gmm_K21,video.clip,brain.brain_jepa,0.07799340661802517,0.010878379111394927,21,21
gmm_K21,video.clip,brain.swift,0.05503366615267695,0.007719507597621143,21,21
gmm_K22,video.vjepa2,brain.roi_mean,0.08813026333804282,0.016465502207038914,22,22
gmm_K22,video.vjepa2,brain.brain_jepa,0.06563552882690717,0.007004310216976808,22,22
gmm_K22,video.vjepa2,brain.swift,0.061756474783987374,0.007525125035476083,22,22
gmm_K22,video.clip,brain.roi_mean,0.10412019606870157,0.022441856122058484,22,22
gmm_K22,video.clip,brain.brain_jepa,0.08128427520341187,0.011851577175323515,22,22
gmm_K22,video.clip,brain.swift,0.059520967370447354,0.009412185073435081,22,22
gmm_K23,video.vjepa2,brain.roi_mean,0.0987902531220561,0.0179151927540829,23,23
gmm_K23,video.vjepa2,brain.brain_jepa,0.07763713631290402,0.009640180147743295,23,23
gmm_K23,video.vjepa2,brain.swift,0.06552779320912462,0.008881995420885623,23,23
gmm_K23,video.clip,brain.roi_mean,0.10484507133026837,0.016526688341050536,23,23
gmm_K23,video.clip,brain.brain_jepa,0.08393392512030579,0.0097460799298699,23,23
gmm_K23,video.clip,brain.swift,0.06130552247738437,0.007448223766069428,23,23
gmm_K24,video.vjepa2,brain.roi_mean,0.11088623700064583,0.02251072989448627,24,24
gmm_K24,video.vjepa2,brain.brain_jepa,0.07654107127307105,0.010408231762673104,24,24
gmm_K24,video.vjepa2,brain.swift,0.07325029941314826,0.009046036225618245,24,24
gmm_K24,video.clip,brain.roi_mean,0.11926397701063567,0.022402427333475885,24,24
gmm_K24,video.clip,brain.brain_jepa,0.08071807573484267,0.009220979371286638,24,24
gmm_K24,video.clip,brain.swift,0.0637677736665563,0.007645983028408358,24,24
gmm_K25,video.vjepa2,brain.roi_mean,0.11189654808093817,0.022465538046143388,25,25
gmm_K25,video.vjepa2,brain.brain_jepa,0.08256876137202662,0.008762454897889923,25,25
gmm_K25,video.vjepa2,brain.swift,0.07793138173588555,0.010351036656988086,25,25
gmm_K25,video.clip,brain.roi_mean,0.12200222376407821,0.023584260407600113,25,25
gmm_K25,video.clip,brain.brain_jepa,0.09061316897883064,0.011044639119095924,25,25
gmm_K25,video.clip,brain.swift,0.07201931117155157,0.008525674125162414,25,25
gmm_K26,video.vjepa2,brain.roi_mean,0.10923225924422642,0.0145545781929328,26,26
gmm_K26,video.vjepa2,brain.brain_jepa,0.08427249700047874,0.008258460096027345,26,26
gmm_K26,video.vjepa2,brain.swift,0.07278380806357246,0.006796243269420651,26,26
gmm_K26,video.clip,brain.roi_mean,0.11818638436181107,0.016274541094899137,26,26
gmm_K26,video.clip,brain.brain_jepa,0.09356557397850412,0.010225305329315799,26,26
gmm_K26,video.clip,brain.swift,0.07056424891596362,0.006001641101241826,26,26
gmm_K27,video.vjepa2,brain.roi_mean,0.11919616777431599,0.019481455771282456,27,27
gmm_K27,video.vjepa2,brain.brain_jepa,0.08920412203246787,0.009094143838495963,27,27
gmm_K27,video.vjepa2,brain.swift,0.07906362916624347,0.006881489786493495,27,27
gmm_K27,video.clip,brain.roi_mean,0.13249503293681061,0.02193620714147618,27,27
gmm_K27,video.clip,brain.brain_jepa,0.09932248483713792,0.011172285883045063,27,27
gmm_K27,video.clip,brain.swift,0.07393724146649283,0.006266409528413414,27,27
gmm_K28,video.vjepa2,brain.roi_mean,0.11368058299922672,0.015327214974225815,28,28
gmm_K28,video.vjepa2,brain.brain_jepa,0.090546043023349,0.008653832989259284,28,28
gmm_K28,video.vjepa2,brain.swift,0.07832676141501134,0.009651225987769208,28,28
gmm_K28,video.clip,brain.roi_mean,0.1198574069416255,0.018278742673818914,28,28
gmm_K28,video.clip,brain.brain_jepa,0.09601085918023493,0.011261342495079724,28,28
gmm_K28,video.clip,brain.swift,0.08269599883244096,0.014196543302589,28,28
gmm_K29,video.vjepa2,brain.roi_mean,0.11679993339620444,0.016008300675734916,29,29
gmm_K29,video.vjepa2,brain.brain_jepa,0.09923204548096023,0.009645019784963611,29,29
gmm_K29,video.vjepa2,brain.swift,0.08234514799687229,0.008206380429294719,29,29
gmm_K29,video.clip,brain.roi_mean,0.1333854683047696,0.018160366861042394,29,29
gmm_K29,video.clip,brain.brain_jepa,0.1072478152255651,0.010435359790895838,29,29
gmm_K29,video.clip,brain.swift,0.07675820351400933,0.007040997842724468,29,29
gmm_K3,video.vjepa2,brain.roi_mean,0.016730767689025008,0.011300562031604709,3,3
gmm_K3,video.vjepa2,brain.brain_jepa,0.009301533810423004,0.008239363601059514,3,3
gmm_K3,video.vjepa2,brain.swift,0.021657612896253047,0.010809848846764907,3,3
gmm_K3,video.clip,brain.roi_mean,0.010214836741300564,0.01328209878966774,3,3
gmm_K3,video.clip,brain.brain_jepa,0.006472109162825022,0.009387520566465931,3,3
gmm_K3,video.clip,brain.swift,0.010265765870508562,0.01834398648965299,3,3
gmm_K30,video.vjepa2,brain.roi_mean,0.13081037390217132,0.022893464258911252,30,30
gmm_K30,video.vjepa2,brain.brain_jepa,0.09855832281553799,0.008334526795109438,30,30
gmm_K30,video.vjepa2,brain.swift,0.08853426817271236,0.010253187478807036,30,30
gmm_K30,video.clip,brain.roi_mean,0.14380475869612444,0.023542511635247235,30,30
gmm_K30,video.clip,brain.brain_jepa,0.10826983630842495,0.01206040456539369,30,30
gmm_K30,video.clip,brain.swift,0.08840061361193371,0.009652573719421064,30,30
gmm_K31,video.vjepa2,brain.roi_mean,0.1347981427663544,0.021232678909729363,31,31
gmm_K31,video.vjepa2,brain.brain_jepa,0.10646523849457669,0.009626860692841181,31,31
gmm_K31,video.vjepa2,brain.swift,0.09496720593950511,0.008512012147792439,31,31
gmm_K31,video.clip,brain.roi_mean,0.149790394368175,0.024268024553555766,31,31
gmm_K31,video.clip,brain.brain_jepa,0.10495405077123969,0.008795420905087146,31,31
gmm_K31,video.clip,brain.swift,0.0938413564632683,0.007295991090053876,31,31
gmm_K32,video.vjepa2,brain.roi_mean,0.14599135153044404,0.020828808359276384,32,32
gmm_K32,video.vjepa2,brain.brain_jepa,0.11154944296036624,0.010046552472311152,32,32
gmm_K32,video.vjepa2,brain.swift,0.09544104147818223,0.007833086040439651,32,32
gmm_K32,video.clip,brain.roi_mean,0.15693189172582975,0.024325936872457574,32,32
gmm_K32,video.clip,brain.brain_jepa,0.12339503611751734,0.012033242190926496,32,32
gmm_K32,video.clip,brain.swift,0.09385090442585399,0.006935305978654801,32,32
gmm_K33,video.vjepa2,brain.roi_mean,0.13990912778862266,0.019785474801371505,33,33
gmm_K33,video.vjepa2,brain.brain_jepa,0.11419152380240091,0.01028419075911771,33,33
gmm_K33,video.vjepa2,brain.swift,0.09861749843958449,0.007407237443157698,33,33
gmm_K33,video.clip,brain.roi_mean,0.14899795416571285,0.020813430780635227,33,33
gmm_K33,video.clip,brain.brain_jepa,0.12557219871175554,0.010250836461152936,33,33
gmm_K33,video.clip,brain.swift,0.09864383699866597,0.006912133309479208,33,33
gmm_K34,video.vjepa2,brain.roi_mean,0.15553032600012806,0.022074628423046708,34,34
gmm_K34,video.vjepa2,brain.brain_jepa,0.11541536305849563,0.009419620962892767,34,34
gmm_K34,video.vjepa2,brain.swift,0.10088736968427581,0.007333953638808409,34,34
gmm_K34,video.clip,brain.roi_mean,0.16015497796904832,0.02217133287078706,34,34
gmm_K34,video.clip,brain.brain_jepa,0.12231160995698967,0.009071889553873915,34,34
gmm_K34,video.clip,brain.swift,0.10395893478484018,0.008743259402785643,34,34
gmm_K35,video.vjepa2,brain.roi_mean,0.15266290101878707,0.022517102449942716,35,35
gmm_K35,video.vjepa2,brain.brain_jepa,0.12233202176572347,0.010966182409546032,35,35
gmm_K35,video.vjepa2,brain.swift,0.10763750543687312,0.007586610710811758,35,35
gmm_K35,video.clip,brain.roi_mean,0.16360874265900652,0.023384333739666252,35,35
gmm_K35,video.clip,brain.brain_jepa,0.13799969397317638,0.013232858636177307,35,35
gmm_K35,video.clip,brain.swift,0.11223990018777544,0.007747430295185327,35,35
gmm_K36,video.vjepa2,brain.roi_mean,0.15754408994522057,0.020598734822361183,36,36
gmm_K36,video.vjepa2,brain.brain_jepa,0.13374989408754417,0.011384844131928664,36,36
gmm_K36,video.vjepa2,brain.swift,0.10957611192857183,0.007965488861849737,36,36
gmm_K36,video.clip,brain.roi_mean,0.16772205065580473,0.02292654822472425,36,36
gmm_K36,video.clip,brain.brain_jepa,0.13921264228374997,0.01290387740815643,36,36
gmm_K36,video.clip,brain.swift,0.11220372568842156,0.007424550648664334,36,36
gmm_K37,video.vjepa2,brain.roi_mean,0.16727576833971364,0.02290175566097178,37,37
gmm_K37,video.vjepa2,brain.brain_jepa,0.13444682775921726,0.010214693335272881,37,37
gmm_K37,video.vjepa2,brain.swift,0.11060770009189642,0.00810280377236521,37,37
gmm_K37,video.clip,brain.roi_mean,0.17636677511529322,0.02189297992923558,37,37
gmm_K37,video.clip,brain.brain_jepa,0.14248006248830622,0.012144703636203567,37,37
gmm_K37,video.clip,brain.swift,0.11375845008631813,0.007619758735600177,37,37
gmm_K38,video.vjepa2,brain.roi_mean,0.16362688283556642,0.022591620980681775,38,38
gmm_K38,video.vjepa2,brain.brain_jepa,0.13799555763507587,0.010459313125519667,38,38
gmm_K38,video.vjepa2,brain.swift,0.11840232956482812,0.010212899418660387,38,38
gmm_K38,video.clip,brain.roi_mean,0.1797993261034792,0.02247829757683788,38,38
gmm_K38,video.clip,brain.brain_jepa,0.14881797179249068,0.012661267925742195,38,38
gmm_K38,video.clip,brain.swift,0.12124704210758296,0.009557396079229848,38,38
gmm_K39,video.vjepa2,brain.roi_mean,0.1722869002494664,0.025790637239990647,39,39
gmm_K39,video.vjepa2,brain.brain_jepa,0.13885699176938504,0.010849051445855552,39,39
gmm_K39,video.vjepa2,brain.swift,0.1275109479234341,0.012475889402613821,39,39
gmm_K39,video.clip,brain.roi_mean,0.19073952978413472,0.024505455449897948,39,39
gmm_K39,video.clip,brain.brain_jepa,0.15137277855810444,0.011567990538223064,39,39
gmm_K39,video.clip,brain.swift,0.1218574122975929,0.009039074019823628,39,39
gmm_K4,video.vjepa2,brain.roi_mean,0.021093179030834314,0.014922519017853344,4,4
gmm_K4,video.vjepa2,brain.brain_jepa,0.020768119869875326,0.020504950121333836,4,4
gmm_K4,video.vjepa2,brain.swift,0.025801052695023963,0.013575305874575908,4,4
gmm_K4,video.clip,brain.roi_mean,0.02072190273542998,0.0035230256881283633,4,4
gmm_K4,video.clip,brain.brain_jepa,0.014467404177154822,0.004190625154725732,4,4
gmm_K4,video.clip,brain.swift,0.01769160463432306,0.007261879535503194,4,4
gmm_K40,video.vjepa2,brain.roi_mean,0.17274294962872863,0.023146190763636474,40,40
gmm_K40,video.vjepa2,brain.brain_jepa,0.13809978926021918,0.008662430420396522,40,40
gmm_K40,video.vjepa2,brain.swift,0.12725171991162787,0.008497254303487464,40,40
gmm_K40,video.clip,brain.roi_mean,0.19379159960913592,0.02514244589698933,40,40
gmm_K40,video.clip,brain.brain_jepa,0.15377745490390304,0.01180585876694322,40,40
gmm_K40,video.clip,brain.swift,0.12611807382803672,0.0067382823041519735,40,40
gmm_K41,video.vjepa2,brain.roi_mean,0.18038966577775672,0.02628820144549764,41,41
gmm_K41,video.vjepa2,brain.brain_jepa,0.14694409928358523,0.009872915201411306,41,41
gmm_K41,video.vjepa2,brain.swift,0.13216122669429395,0.010221221574216685,41,41
gmm_K41,video.clip,brain.roi_mean,0.19463641894092634,0.024560415350182142,41,41
gmm_K41,video.clip,brain.brain_jepa,0.15619950081319264,0.012225379821382762,41,41
gmm_K41,video.clip,brain.swift,0.1332321664390778,0.007361246947712946,41,41
gmm_K42,video.vjepa2,brain.roi_mean,0.1831769472919416,0.0212156012765428,42,42
gmm_K42,video.vjepa2,brain.brain_jepa,0.1541369320012379,0.011397452390819914,42,42
gmm_K42,video.vjepa2,brain.swift,0.13561640296588584,0.010760464784307856,42,42
gmm_K42,video.clip,brain.roi_mean,0.1953640866433779,0.020825201640362792,42,42
gmm_K42,video.clip,brain.brain_jepa,0.16320284353876655,0.01266296473544192,42,42
gmm_K42,video.clip,brain.swift,0.13395990830424856,0.00799971781869514,42,42
gmm_K43,video.vjepa2,brain.roi_mean,0.18903193153298448,0.023076856864916624,43,43
gmm_K43,video.vjepa2,brain.brain_jepa,0.15865810493086144,0.011667088107106571,43,43
gmm_K43,video.vjepa2,brain.swift,0.13740524556253067,0.010866479750830538,43,43
gmm_K43,video.clip,brain.roi_mean,0.19986715105119457,0.02244816045415651,43,43
gmm_K43,video.clip,brain.brain_jepa,0.16734297741273324,0.012321250830785856,43,43
gmm_K43,video.clip,brain.swift,0.13589490536264498,0.007293315898928449,43,43
gmm_K44,video.vjepa2,brain.roi_mean,0.18424351243147202,0.022858663924947883,44,44
gmm_K44,video.vjepa2,brain.brain_jepa,0.16814121376249616,0.013439834563236405,44,44
gmm_K44,video.vjepa2,brain.swift,0.14166532578029015,0.009919010953686925,44,44
gmm_K44,video.clip,brain.roi_mean,0.20568513606344102,0.022687716294944222,44,44
gmm_K44,video.clip,brain.brain_jepa,0.1762364096380295,0.013806201272802214,44,44
gmm_K44,video.clip,brain.swift,0.1438141225411581,0.007529523219221399,44,44
gmm_K45,video.vjepa2,brain.roi_mean,0.19902018333086777,0.02608947292919401,45,45
gmm_K45,video.vjepa2,brain.brain_jepa,0.1613627953573746,0.010018791486302211,45,45
gmm_K45,video.vjepa2,brain.swift,0.14385028051750132,0.00873297006608679,45,45
gmm_K45,video.clip,brain.roi_mean,0.21018364437144652,0.023824654077928602,45,45
gmm_K45,video.clip,brain.brain_jepa,0.17455618313248736,0.012042484306754708,45,45
gmm_K45,video.clip,brain.swift,0.14704814233241736,0.007161629039475278,45,45
gmm_K46,video.vjepa2,brain.roi_mean,0.1960747564495889,0.022778561018685795,46,46
gmm_K46,video.vjepa2,brain.brain_jepa,0.16976042304951425,0.010624077097587451,46,46
gmm_K46,video.vjepa2,brain.swift,0.14588953421680936,0.012460334922862538,46,46
gmm_K46,video.clip,brain.roi_mean,0.21296128068757003,0.022039311098578495,46,46
gmm_K46,video.clip,brain.brain_jepa,0.17802398490307622,0.012297869486073473,46,46
gmm_K46,video.clip,brain.swift,0.14984381888435108,0.007572658597467871,46,46
gmm_K47,video.vjepa2,brain.roi_mean,0.20165370621866185,0.019809986801621843,47,47
gmm_K47,video.vjepa2,brain.brain_jepa,0.16779578582208882,0.009187976275659681,47,47
gmm_K47,video.vjepa2,brain.swift,0.14894954211110764,0.010935784379071589,47,47
gmm_K47,video.clip,brain.roi_mean,0.22025088074656707,0.022876470375038985,47,47
gmm_K47,video.clip,brain.brain_jepa,0.18251733883947407,0.01105572011245423,47,47
gmm_K47,video.clip,brain.swift,0.15712132146862046,0.009074814837033702,47,47
gmm_K48,video.vjepa2,brain.roi_mean,0.21278954357440238,0.023181654839279087,48,48
gmm_K48,video.vjepa2,brain.brain_jepa,0.16950271770070804,0.007221688394691938,48,48
gmm_K48,video.vjepa2,brain.swift,0.1547481767312381,0.00922766881898339,48,48
gmm_K48,video.clip,brain.roi_mean,0.23211915229996982,0.029748189782138692,48,48
gmm_K48,video.clip,brain.brain_jepa,0.18854046844795103,0.012603905117320308,48,48
gmm_K48,video.clip,brain.swift,0.1599017754307639,0.009942288582638304,48,48
gmm_K49,video.vjepa2,brain.roi_mean,0.21888274475336014,0.024578111479438544,49,49
gmm_K49,video.vjepa2,brain.brain_jepa,0.1777096341410199,0.008218376923154755,49,49
gmm_K49,video.vjepa2,brain.swift,0.16151452660524043,0.009396334215447066,49,49
gmm_K49,video.clip,brain.roi_mean,0.2366033261343188,0.03077177006092525,49,49
gmm_K49,video.clip,brain.brain_jepa,0.18950492129189087,0.011580680979966979,49,49
gmm_K49,video.clip,brain.swift,0.16628214180027723,0.008379884320983945,49,49
gmm_K5,video.vjepa2,brain.roi_mean,0.027869232307591512,0.008453209494734335,5,5
gmm_K5,video.vjepa2,brain.brain_jepa,0.02325479118287802,0.019336561366007043,5,5
gmm_K5,video.vjepa2,brain.swift,0.026620300410811645,0.009238325131384117,5,5
gmm_K5,video.clip,brain.roi_mean,0.019283706863923354,-0.004696054872389794,5,5
gmm_K5,video.clip,brain.brain_jepa,0.014096392695413556,0.010872949344820306,5,5
gmm_K5,video.clip,brain.swift,0.01681719907515977,0.00427067624772822,5,5
gmm_K50,video.vjepa2,brain.roi_mean,0.21715144083768811,0.021947695590428456,50,50
gmm_K50,video.vjepa2,brain.brain_jepa,0.1743318836115836,0.007246831897812034,50,50
gmm_K50,video.vjepa2,brain.swift,0.16606675920582065,0.007381609899795826,50,50
gmm_K50,video.clip,brain.roi_mean,0.23708348803199433,0.02701640987942925,50,50
gmm_K50,video.clip,brain.brain_jepa,0.19456917776668572,0.011123520116261127,50,50
gmm_K50,video.clip,brain.swift,0.16765046343295398,0.007076514480725312,50,50
gmm_K6,video.vjepa2,brain.roi_mean,0.03452005259907676,0.0025180467563765577,6,6
gmm_K6,video.vjepa2,brain.brain_jepa,0.032831318165751126,0.009067672613418155,6,6
gmm_K6,video.vjepa2,brain.swift,0.036305771398700705,0.010388566823966014,6,6
gmm_K6,video.clip,brain.roi_mean,0.026743025102955377,-0.005332833058023854,6,6
gmm_K6,video.clip,brain.brain_jepa,0.023667307769508684,0.003282780481577816,6,6
gmm_K6,video.clip,brain.swift,0.023283038350867934,0.006511710424026592,6,6
gmm_K7,video.vjepa2,brain.roi_mean,0.03400037761113629,0.013799359732143898,7,7
gmm_K7,video.vjepa2,brain.brain_jepa,0.024495476524762465,0.013225065803684787,7,7
gmm_K7,video.vjepa2,brain.swift,0.026005502527797052,0.007755639576653217,7,7
gmm_K7,video.clip,brain.roi_mean,0.027909817362909563,0.0096342696746329,7,7
gmm_K7,video.clip,brain.brain_jepa,0.017613962601956405,0.009293717531104072,7,7
gmm_K7,video.clip,brain.swift,0.01605086009390168,0.005430504997757321,7,7
gmm_K8,video.vjepa2,brain.roi_mean,0.029076296884202362,0.009636325847606994,8,8
gmm_K8,video.vjepa2,brain.brain_jepa,0.026152499139633186,0.010460770874657053,8,8
gmm_K8,video.vjepa2,brain.swift,0.02525447128887146,0.009515039158652679,8,8
gmm_K8,video.clip,brain.roi_mean,0.030541912671106848,0.004927232676885645,8,8
gmm_K8,video.clip,brain.brain_jepa,0.022954616314939967,0.0006584652887039901,8,8
gmm_K8,video.clip,brain.swift,0.017668721484729408,0.005550259936811557,8,8
gmm_K9,video.vjepa2,brain.roi_mean,0.03961207762250848,0.007347371660589346,9,9
gmm_K9,video.vjepa2,brain.brain_jepa,0.027977359305024006,0.017896638144938363,9,9
gmm_K9,video.vjepa2,brain.swift,0.02710531720149305,0.008145932774079519,9,9
gmm_K9,video.clip,brain.roi_mean,0.04150834959109402,0.011416224511228515,9,9
gmm_K9,video.clip,brain.brain_jepa,0.027597213024042475,0.0012931407601881396,9,9
gmm_K9,video.clip,brain.swift,0.021190648907751124,0.005554684762932328,9,9
kmeans_K10,video.vjepa2,brain.roi_mean,0.05524236315697959,0.02168696798379539,10,10
kmeans_K10,video.vjepa2,brain.brain_jepa,0.0385664102625041,0.01502846210641313,10,10
kmeans_K10,video.vjepa2,brain.swift,0.017492196942557565,0.0065572624437547225,10,10
kmeans_K10,video.clip,brain.roi_mean,0.07269740443801968,0.03672260613842042,10,10
kmeans_K10,video.clip,brain.brain_jepa,0.03682080327260029,0.01438520837082103,10,10
kmeans_K10,video.clip,brain.swift,0.019889460047301282,0.005712518913403978,10,10
kmeans_K11,video.vjepa2,brain.roi_mean,0.06685278486467106,0.027965937378291058,11,11
kmeans_K11,video.vjepa2,brain.brain_jepa,0.03561276195322438,0.012913502971025715,11,11
kmeans_K11,video.vjepa2,brain.swift,0.019889928449051075,0.006164595796252757,11,11
kmeans_K11,video.clip,brain.roi_mean,0.07790789270134248,0.03563788120480583,11,11
