subject,fold,component,heldout_correlation,train_singular_value,fold_empirical_p
3,1,4,0.44809158976102786,0.6174700072766598,
3,1,5,0.30914757798315673,0.5905395244496947,
3,1,6,0.3356735940779818,0.556108799467051,
3,1,7,0.25758355628730134,0.5228794734715256,
3,1,8,0.2561138587949027,0.5031414484982012,
3,1,9,0.19735187683410713,0.48911671761889486,
3,1,10,0.12370705373532713,0.4739666766932439,
3,1,11,0.06581262187336037,0.4703402802073466,
3,1,12,0.14572273238071345,0.44946448386619225,
3,1,13,0.166364848629379,0.4449103620617672,
3,1,14,0.11085001344718878,0.43596538250772543,
3,1,15,0.007882073887278695,0.42694451240525755,
3,1,16,0.08260917160370586,0.41627459948925866,
3,1,17,0.10479856251762938,0.41487271628568245,
3,1,18,0.03195084486575995,0.39848291333102714,
3,1,19,-0.020115533625211707,0.39653873174184145,
3,1,20,0.10485601566640336,0.39009818339483504,
3,2,1,0.698897565533289,0.7667554849328796,
3,2,2,0.6468051882579119,0.7164951976962506,
3,2,3,0.5217705623494039,0.6940157096950881,
3,2,4,0.4484057483284961,0.6178405383288745,
3,2,5,0.3386466157911283,0.5790944001587321,
3,2,6,0.35673500220460036,0.556251467544354,
3,2,7,0.23744750901626072,0.5139557245327716,
3,2,8,0.2605931892747007,0.506110405900151,
3,2,9,0.1847915929190501,0.49236843742777914,
3,2,10,0.14212335971800613,0.48529878807511756,
3,2,11,0.11689506890436381,0.4614206385615937,
3,2,12,0.15578647283477645,0.45849026243714436,
3,2,13,0.20738727917290717,0.4393584035067061,
3,2,14,0.11463730571433518,0.43203941023727,
3,2,15,0.06525277534676686,0.4151586425914682,
3,2,16,0.15197008361538708,0.4068699588057072,
3,2,17,0.039942037994550664,0.40314976878633046,
3,2,18,0.09088955277382418,0.3974115730218742,
3,2,19,0.12802575251711817,0.3907212606738442,
3,2,20,0.09297068340763909,0.3870141308738325,
3,3,1,0.6641284540884516,0.7761252678832955,
3,3,2,0.6431741734127976,0.7196231381254234,
3,3,3,0.6016421267530234,0.6875454766304968,
3,3,4,0.49439310218970267,0.5983313241859184,
3,3,5,0.3802672203130707,0.5734275256707583,
3,3,6,0.40206559951920656,0.5549267771333882,
3,3,7,0.19871140002640308,0.5090763146805641,
3,3,8,0.26526375102145233,0.5080318750090803,
3,3,9,0.19257749001532923,0.48520055049498645,
3,3,10,0.26319318081214776,0.47633067048332617,
3,3,11,0.1336764088340402,0.4646328282059177,
3,3,12,0.15715595598673018,0.4499784227071068,
3,3,13,0.16317148205375626,0.44341044002879537,
3,3,14,0.1385906747378423,0.43226983738151686,
3,3,15,0.16525789015959252,0.41534622677290367,
3,3,16,0.06625998973214138,0.40604080752329097,
3,3,17,0.11335709598081298,0.4011103067608447,
3,3,18,0.10720816217769438,0.39973259259286503,
3,3,19,0.06259004004143066,0.39268712061465055,
3,3,20,0.13600746164963282,0.3782865482482449,
3,4,1,0.6911372333655827,0.7685239338328432,
3,4,2,0.5807987308070625,0.7278597497374018,
3,4,3,0.5598626589694679,0.692772281906157,
3,4,4,0.49804116413478683,0.600624919749108,
3,4,5,0.3681030400426844,0.5762415586592905,
3,4,6,0.3814825067850259,0.5616651125400692,
3,4,7,0.2921475684524934,0.5161667711013905,
3,4,8,0.18889659045599194,0.505444586528219,
3,4,9,0.25956141317766496,0.4968429916834331,
