feature,task,head,mode,subject,fold,seed,n_train,n_val,n_test,video_dim,brain_model,brain_init,brain_padding,video,best_alpha,val_pearson_r_mean,test_pearson_r_mean,test_pearson_r_median,test_pearson_r_std,test_mae_mean,test_mse_mean
Phase2_encoding_clip_pretrained,brain_to_video_encoding,ridge,pooled,pool,1,0,6555,2185,2185,1024,brain_jepa,resting,zero,clip_pretrained,100.0,0.18125230265231024,0.18266127886487843,0.17557163804665005,0.07187589681664963,0.5926590376901937,0.5809127599021664
Phase2_encoding_clip_pretrained,brain_to_video_encoding,ridge,pooled,pool,2,0,6555,2185,2185,1024,brain_jepa,resting,zero,clip_pretrained,1000.0,0.18359604022866294,0.18411320526471323,0.18047660774305183,0.06897039661995373,0.5952698378726252,0.5851675211670806
Phase2_encoding_clip_pretrained,brain_to_video_encoding,ridge,pooled,pool,3,0,6555,2185,2185,1024,brain_jepa,resting,zero,clip_pretrained,1000.0,0.17899074741652615,0.18288886713353003,0.17850546602541636,0.0691518257530824,0.5956195624929014,0.5841681352405911
Phase2_encoding_clip_pretrained,brain_to_video_encoding,ridge,pooled,pool,4,0,6555,2185,2185,1024,brain_jepa,resting,zero,clip_pretrained,100.0,0.17439115737800867,0.17883891929874352,0.17261861161538367,0.07056695455669966,0.5978257055588563,0.5902735500563643
Phase2_encoding_clip_pretrained,brain_to_video_encoding,ridge,pooled,pool,5,0,6555,2185,2185,1024,brain_jepa,resting,zero,clip_pretrained,1000.0,0.1897565497455214,0.17345253688675208,0.1708819981765145,0.07048232188189092,0.5994952753971692,0.5920224035762505
