feature,task,head,mode,subject,fold,seed,n_train,n_val,n_test,video_dim,brain_model,brain_init,brain_padding,video,best_alpha,val_pearson_r_mean,test_pearson_r_mean,test_pearson_r_median,test_pearson_r_std,test_mae_mean,test_mse_mean
Phase2_encoding_vjepa2_pretrained,brain_to_video_encoding,ridge,pooled,pool,1,0,6555,2185,2185,1408,brain_jepa,resting,zero,vjepa2_pretrained,100.0,0.170959859610907,0.1726925197386796,0.16206361249240364,0.07251208009928123,0.445537634464325,0.7380400565221431
Phase2_encoding_vjepa2_pretrained,brain_to_video_encoding,ridge,pooled,pool,2,0,6555,2185,2185,1408,brain_jepa,resting,zero,vjepa2_pretrained,100.0,0.1692125948395856,0.17194615444909347,0.16295721362236537,0.07250883081167994,0.44663282765331885,0.7420788819314835
Phase2_encoding_vjepa2_pretrained,brain_to_video_encoding,ridge,pooled,pool,3,0,6555,2185,2185,1408,brain_jepa,resting,zero,vjepa2_pretrained,100.0,0.17322839029350795,0.16769389004538557,0.1580975369603611,0.07303246696472025,0.43910589510499326,0.7136105851518454
Phase2_encoding_vjepa2_pretrained,brain_to_video_encoding,ridge,pooled,pool,4,0,6555,2185,2185,1408,brain_jepa,resting,zero,vjepa2_pretrained,100.0,0.18135373017715503,0.17472822013073908,0.1688033307505487,0.07438157823984334,0.45046342648808024,0.7456591527398024
Phase2_encoding_vjepa2_pretrained,brain_to_video_encoding,ridge,pooled,pool,5,0,6555,2185,2185,1408,brain_jepa,resting,zero,vjepa2_pretrained,1000.0,0.17258534062487502,0.17592205567829797,0.16832774439100343,0.07556769784750754,0.44045871549942883,0.72678842977914
