variant,model,init,padding,sub_variant,subject,file_path,file_exists,file_size_mb,mtime,load_ok,err,shape,stim_n,embed_dim,ndim,dtype,obj_type,stim_match_canonical
swift_NewE96_SL20_scratch_pad-cyclic_replicate,swift,scratch,cyclic_replicate,NewE96_SL20,sub-04,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_NewE96_SL20_scratch_pad-cyclic_replicate/sub-04.pt,True,6.758,2026-05-26T19:48:36,True,,"(2185, 768)",2185,768,2,float32,dict,True
swift_NewE96_SL20_scratch_pad-cyclic_replicate,swift,scratch,cyclic_replicate,NewE96_SL20,sub-05,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_NewE96_SL20_scratch_pad-cyclic_replicate/sub-05.pt,True,6.758,2026-05-26T19:52:54,True,,"(2185, 768)",2185,768,2,float32,dict,True
swift_NewE96_SL20_scratch_pad-mean,swift,scratch,mean,NewE96_SL20,sub-01,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_NewE96_SL20_scratch_pad-mean/sub-01.pt,True,6.758,2026-05-19T06:39:43,True,,"(2185, 768)",2185,768,2,float32,dict,True
swift_NewE96_SL20_scratch_pad-mean,swift,scratch,mean,NewE96_SL20,sub-02,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_NewE96_SL20_scratch_pad-mean/sub-02.pt,True,6.758,2026-05-19T06:57:37,True,,"(2185, 768)",2185,768,2,float32,dict,True
swift_NewE96_SL20_scratch_pad-mean,swift,scratch,mean,NewE96_SL20,sub-03,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_NewE96_SL20_scratch_pad-mean/sub-03.pt,True,6.758,2026-05-19T07:15:01,True,,"(2185, 768)",2185,768,2,float32,dict,True
swift_NewE96_SL20_scratch_pad-mean,swift,scratch,mean,NewE96_SL20,sub-04,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_NewE96_SL20_scratch_pad-mean/sub-04.pt,True,6.758,2026-05-19T07:33:09,True,,"(2185, 768)",2185,768,2,float32,dict,True
swift_NewE96_SL20_scratch_pad-mean,swift,scratch,mean,NewE96_SL20,sub-05,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_NewE96_SL20_scratch_pad-mean/sub-05.pt,True,6.758,2026-05-19T07:51:34,True,,"(2185, 768)",2185,768,2,float32,dict,True
swift_NewE96_SL20_scratch_pad-replicate,swift,scratch,replicate,NewE96_SL20,sub-01,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_NewE96_SL20_scratch_pad-replicate/sub-01.pt,True,6.759,2026-05-18T01:10:35,True,,"(2185, 768)",2185,768,2,float32,dict,True
swift_NewE96_SL20_scratch_pad-replicate,swift,scratch,replicate,NewE96_SL20,sub-02,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_NewE96_SL20_scratch_pad-replicate/sub-02.pt,True,6.758,2026-05-18T03:02:22,True,,"(2185, 768)",2185,768,2,float32,dict,True
swift_NewE96_SL20_scratch_pad-replicate,swift,scratch,replicate,NewE96_SL20,sub-03,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_NewE96_SL20_scratch_pad-replicate/sub-03.pt,True,6.758,2026-05-18T03:32:17,True,,"(2185, 768)",2185,768,2,float32,dict,True
swift_NewE96_SL20_scratch_pad-replicate,swift,scratch,replicate,NewE96_SL20,sub-04,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_NewE96_SL20_scratch_pad-replicate/sub-04.pt,True,6.758,2026-05-18T03:09:37,True,,"(2185, 768)",2185,768,2,float32,dict,True
swift_NewE96_SL20_scratch_pad-replicate,swift,scratch,replicate,NewE96_SL20,sub-05,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_NewE96_SL20_scratch_pad-replicate/sub-05.pt,True,6.758,2026-05-18T03:05:48,True,,"(2185, 768)",2185,768,2,float32,dict,True
swift_NewE96_SL20_scratch_pad-spatial_only,swift,scratch,spatial_only,NewE96_SL20,sub-01,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_NewE96_SL20_scratch_pad-spatial_only/sub-01.pt,True,6.759,2026-05-18T01:10:35,True,,"(2185, 768)",2185,768,2,float32,dict,True
swift_NewE96_SL20_scratch_pad-spatial_only,swift,scratch,spatial_only,NewE96_SL20,sub-02,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_NewE96_SL20_scratch_pad-spatial_only/sub-02.pt,True,6.758,2026-05-18T02:59:07,True,,"(2185, 768)",2185,768,2,float32,dict,True
swift_NewE96_SL20_scratch_pad-spatial_only,swift,scratch,spatial_only,NewE96_SL20,sub-03,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_NewE96_SL20_scratch_pad-spatial_only/sub-03.pt,True,6.758,2026-05-18T03:21:59,True,,"(2185, 768)",2185,768,2,float32,dict,True
swift_NewE96_SL20_scratch_pad-spatial_only,swift,scratch,spatial_only,NewE96_SL20,sub-04,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_NewE96_SL20_scratch_pad-spatial_only/sub-04.pt,True,6.758,2026-05-18T03:05:12,True,,"(2185, 768)",2185,768,2,float32,dict,True
swift_NewE96_SL20_scratch_pad-spatial_only,swift,scratch,spatial_only,NewE96_SL20,sub-05,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_NewE96_SL20_scratch_pad-spatial_only/sub-05.pt,True,6.758,2026-05-18T03:02:01,True,,"(2185, 768)",2185,768,2,float32,dict,True
swift_NewE96_SL20_scratch_pad-zero,swift,scratch,zero,NewE96_SL20,sub-01,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_NewE96_SL20_scratch_pad-zero/sub-01.pt,True,6.759,2026-05-18T01:10:35,True,,"(2185, 768)",2185,768,2,float32,dict,True
swift_NewE96_SL20_scratch_pad-zero,swift,scratch,zero,NewE96_SL20,sub-02,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_NewE96_SL20_scratch_pad-zero/sub-02.pt,True,6.758,2026-05-18T03:05:30,True,,"(2185, 768)",2185,768,2,float32,dict,True
swift_NewE96_SL20_scratch_pad-zero,swift,scratch,zero,NewE96_SL20,sub-03,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_NewE96_SL20_scratch_pad-zero/sub-03.pt,True,6.758,2026-05-18T03:43:31,True,,"(2185, 768)",2185,768,2,float32,dict,True
swift_NewE96_SL20_scratch_pad-zero,swift,scratch,zero,NewE96_SL20,sub-04,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_NewE96_SL20_scratch_pad-zero/sub-04.pt,True,6.758,2026-05-18T03:14:12,True,,"(2185, 768)",2185,768,2,float32,dict,True
swift_NewE96_SL20_scratch_pad-zero,swift,scratch,zero,NewE96_SL20,sub-05,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_NewE96_SL20_scratch_pad-zero/sub-05.pt,True,6.758,2026-05-18T03:09:28,True,,"(2185, 768)",2185,768,2,float32,dict,True
swift_UAH_202M_SL20_resting_pad-zero,swift,resting,zero,UAH_202M_SL20,sub-01,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_UAH_202M_SL20_resting_pad-zero/sub-01.pt,True,13.47,2026-05-28T00:43:27,True,,"(2185, 1536)",2185,1536,2,float32,dict,True
swift_UAH_202M_SL20_resting_pad-zero,swift,resting,zero,UAH_202M_SL20,sub-02,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_UAH_202M_SL20_resting_pad-zero/sub-02.pt,True,13.47,2026-05-28T00:47:38,True,,"(2185, 1536)",2185,1536,2,float32,dict,True
swift_UAH_202M_SL20_resting_pad-zero,swift,resting,zero,UAH_202M_SL20,sub-03,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_UAH_202M_SL20_resting_pad-zero/sub-03.pt,True,13.47,2026-05-28T00:51:48,True,,"(2185, 1536)",2185,1536,2,float32,dict,True
swift_UAH_202M_SL20_resting_pad-zero,swift,resting,zero,UAH_202M_SL20,sub-04,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_UAH_202M_SL20_resting_pad-zero/sub-04.pt,True,13.47,2026-05-28T00:55:58,True,,"(2185, 1536)",2185,1536,2,float32,dict,True
swift_UAH_202M_SL20_resting_pad-zero,swift,resting,zero,UAH_202M_SL20,sub-05,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_UAH_202M_SL20_resting_pad-zero/sub-05.pt,True,13.47,2026-05-28T01:00:06,True,,"(2185, 1536)",2185,1536,2,float32,dict,True
swift_UAH_202M_SL20_scratch_pad-zero,swift,scratch,zero,UAH_202M_SL20,sub-01,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_UAH_202M_SL20_scratch_pad-zero/sub-01.pt,True,13.47,2026-05-28T01:04:15,True,,"(2185, 1536)",2185,1536,2,float32,dict,True
swift_UAH_202M_SL20_scratch_pad-zero,swift,scratch,zero,UAH_202M_SL20,sub-02,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_UAH_202M_SL20_scratch_pad-zero/sub-02.pt,True,13.47,2026-05-28T01:08:22,True,,"(2185, 1536)",2185,1536,2,float32,dict,True
swift_UAH_202M_SL20_scratch_pad-zero,swift,scratch,zero,UAH_202M_SL20,sub-03,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_UAH_202M_SL20_scratch_pad-zero/sub-03.pt,True,13.47,2026-05-28T01:12:27,True,,"(2185, 1536)",2185,1536,2,float32,dict,True
swift_UAH_202M_SL20_scratch_pad-zero,swift,scratch,zero,UAH_202M_SL20,sub-04,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_UAH_202M_SL20_scratch_pad-zero/sub-04.pt,True,13.47,2026-05-28T01:16:31,True,,"(2185, 1536)",2185,1536,2,float32,dict,True
swift_UAH_202M_SL20_scratch_pad-zero,swift,scratch,zero,UAH_202M_SL20,sub-05,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_UAH_202M_SL20_scratch_pad-zero/sub-05.pt,True,13.47,2026-05-28T01:20:42,True,,"(2185, 1536)",2185,1536,2,float32,dict,True
swift_UAH_51M_SL20_resting_pad-zero,swift,resting,zero,UAH_51M_SL20,sub-01,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_UAH_51M_SL20_resting_pad-zero/sub-01.pt,True,6.758,2026-05-27T21:11:05,True,,"(2185, 768)",2185,768,2,float32,dict,True
swift_UAH_51M_SL20_resting_pad-zero,swift,resting,zero,UAH_51M_SL20,sub-02,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_UAH_51M_SL20_resting_pad-zero/sub-02.pt,True,6.758,2026-05-27T21:14:19,True,,"(2185, 768)",2185,768,2,float32,dict,True
swift_UAH_51M_SL20_resting_pad-zero,swift,resting,zero,UAH_51M_SL20,sub-03,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_UAH_51M_SL20_resting_pad-zero/sub-03.pt,True,6.758,2026-05-27T21:17:35,True,,"(2185, 768)",2185,768,2,float32,dict,True
swift_UAH_51M_SL20_resting_pad-zero,swift,resting,zero,UAH_51M_SL20,sub-04,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_UAH_51M_SL20_resting_pad-zero/sub-04.pt,True,6.758,2026-05-27T21:20:51,True,,"(2185, 768)",2185,768,2,float32,dict,True
swift_UAH_51M_SL20_resting_pad-zero,swift,resting,zero,UAH_51M_SL20,sub-05,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_UAH_51M_SL20_resting_pad-zero/sub-05.pt,True,6.758,2026-05-27T21:24:07,True,,"(2185, 768)",2185,768,2,float32,dict,True
swift_UAH_51M_SL20_scratch_pad-zero,swift,scratch,zero,UAH_51M_SL20,sub-01,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_UAH_51M_SL20_scratch_pad-zero/sub-01.pt,True,6.758,2026-05-27T21:27:21,True,,"(2185, 768)",2185,768,2,float32,dict,True
swift_UAH_51M_SL20_scratch_pad-zero,swift,scratch,zero,UAH_51M_SL20,sub-02,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_UAH_51M_SL20_scratch_pad-zero/sub-02.pt,True,6.758,2026-05-27T21:30:39,True,,"(2185, 768)",2185,768,2,float32,dict,True
swift_UAH_51M_SL20_scratch_pad-zero,swift,scratch,zero,UAH_51M_SL20,sub-03,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_UAH_51M_SL20_scratch_pad-zero/sub-03.pt,True,6.758,2026-05-27T21:33:51,True,,"(2185, 768)",2185,768,2,float32,dict,True
swift_UAH_51M_SL20_scratch_pad-zero,swift,scratch,zero,UAH_51M_SL20,sub-04,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_UAH_51M_SL20_scratch_pad-zero/sub-04.pt,True,6.758,2026-05-27T21:37:06,True,,"(2185, 768)",2185,768,2,float32,dict,True
swift_UAH_51M_SL20_scratch_pad-zero,swift,scratch,zero,UAH_51M_SL20,sub-05,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_UAH_51M_SL20_scratch_pad-zero/sub-05.pt,True,6.758,2026-05-27T21:40:19,True,,"(2185, 768)",2185,768,2,float32,dict,True
swift_UAH_5M_SL20_resting_pad-zero,swift,resting,zero,UAH_5M_SL20,sub-01,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_UAH_5M_SL20_resting_pad-zero/sub-01.pt,True,2.563,2026-05-27T21:43:44,True,,"(2185, 288)",2185,288,2,float32,dict,True
swift_UAH_5M_SL20_resting_pad-zero,swift,resting,zero,UAH_5M_SL20,sub-02,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_UAH_5M_SL20_resting_pad-zero/sub-02.pt,True,2.563,2026-05-27T21:46:53,True,,"(2185, 288)",2185,288,2,float32,dict,True
swift_UAH_5M_SL20_resting_pad-zero,swift,resting,zero,UAH_5M_SL20,sub-03,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_UAH_5M_SL20_resting_pad-zero/sub-03.pt,True,2.563,2026-05-27T21:50:19,True,,"(2185, 288)",2185,288,2,float32,dict,True
swift_UAH_5M_SL20_resting_pad-zero,swift,resting,zero,UAH_5M_SL20,sub-04,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_UAH_5M_SL20_resting_pad-zero/sub-04.pt,True,2.563,2026-05-27T21:53:27,True,,"(2185, 288)",2185,288,2,float32,dict,True
swift_UAH_5M_SL20_resting_pad-zero,swift,resting,zero,UAH_5M_SL20,sub-05,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_UAH_5M_SL20_resting_pad-zero/sub-05.pt,True,2.563,2026-05-27T21:56:37,True,,"(2185, 288)",2185,288,2,float32,dict,True
swift_UAH_5M_SL20_scratch_pad-zero,swift,scratch,zero,UAH_5M_SL20,sub-01,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_UAH_5M_SL20_scratch_pad-zero/sub-01.pt,True,2.563,2026-05-27T21:59:52,True,,"(2185, 288)",2185,288,2,float32,dict,True
swift_UAH_5M_SL20_scratch_pad-zero,swift,scratch,zero,UAH_5M_SL20,sub-02,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_UAH_5M_SL20_scratch_pad-zero/sub-02.pt,True,2.563,2026-05-27T22:03:08,True,,"(2185, 288)",2185,288,2,float32,dict,True
swift_UAH_5M_SL20_scratch_pad-zero,swift,scratch,zero,UAH_5M_SL20,sub-03,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_UAH_5M_SL20_scratch_pad-zero/sub-03.pt,True,2.563,2026-05-27T22:06:15,True,,"(2185, 288)",2185,288,2,float32,dict,True
swift_UAH_5M_SL20_scratch_pad-zero,swift,scratch,zero,UAH_5M_SL20,sub-04,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_UAH_5M_SL20_scratch_pad-zero/sub-04.pt,True,2.563,2026-05-27T22:09:44,True,,"(2185, 288)",2185,288,2,float32,dict,True
swift_UAH_5M_SL20_scratch_pad-zero,swift,scratch,zero,UAH_5M_SL20,sub-05,/pscratch/sd/s/sjmoon/FEELIN/output/embeddings/swift_UAH_5M_SL20_scratch_pad-zero/sub-05.pt,True,2.563,2026-05-27T22:13:08,True,,"(2185, 288)",2185,288,2,float32,dict,True
