parcel,network,principal_gradient_1,shared,shared_sem_subject,unique_e34_shared,unique_e34_shared_sem_subject,unique_av_shared,unique_av_shared_sem_subject,fine_grained_advantage,fine_grained_advantage_sem_subject,video,video_sem_subject,unique_e34_video,unique_e34_video_sem_subject,unique_av_video,unique_av_video_sem_subject
41,SomMot,0.006218767246157334,0.0528752135695868,0.013064047606991026,0.022506385002232808,0.004563124297337402,0.019411939841579094,0.004611758037563941,0.0030944451606537138,0.0017213996563095668,0.05056035147227496,0.01142128823914613,0.016695136293304057,0.005983746532391569,0.01166157754438526,0.0030597730905737312
42,SomMot,0.003637580683620077,0.022589198703078472,0.009098944597326382,0.011427685205035653,0.005838553626721627,0.009258453291739443,0.006176268820488465,0.00216923191329621,0.004554977864418485,0.027665151224522712,0.015860658730114902,0.0043076565707594215,0.0046018375765022445,0.0055762628981844255,0.0037143310589484975
43,SomMot,0.00626988090863298,0.039843459259542115,0.004839420951072626,0.028572628970187773,0.007049112746175472,0.024972469717515145,0.005439034744868959,0.00360015925267263,0.0032197718021646326,0.035200346162228155,0.005978450359287336,0.022118469369222703,0.0056050120162727994,0.016177861289130437,0.0034099355401160116
44,SomMot,0.005874398284247609,0.02412505373239233,0.00764817087024194,0.013390960672086139,0.008190146492328772,0.012116568500041568,0.004953320403282201,0.0012743921720445694,0.003656610558019572,0.017575333719790653,0.008880003315302492,0.007458815838036825,0.00712855078411202,0.0073474654425203624,0.0029778905174804083
45,SomMot,0.005735901958453074,0.016486827162694718,0.007974788226161177,0.012699392038882174,0.005663083951611046,0.011538085106810581,0.0037807699881623274,0.001161306932071593,0.0020740705889364247,0.009507792305034046,0.008857276616541739,0.00592435278448622,0.005375877956947767,0.007228731632977992,0.0023050945917020556
46,SomMot,0.006002331841764237,0.024890276746757457,0.012304200419325026,0.008629581738219528,0.005207345520851018,0.010651640793018191,0.004546797631357885,-0.002022059054798664,0.0009696041353389912,0.013692400924205895,0.009709464768226055,0.004686451174846984,0.005909660113368962,0.006359637948687569,0.0029643077787487675
47,SomMot,0.004373488313772833,0.04567746146997416,0.012490282509211,0.008492685887757779,0.003993087258563477,0.005341675205134511,0.002314865189749611,0.0031510106826232675,0.0037847218331646714,0.039594960445247,0.015625141642222683,0.004806940048052266,0.0035418065386543605,0.004358435225589319,0.0017565214028868804
48,SomMot,0.005677417560596046,0.01637970269873168,0.008122630221705257,0.015282627206377209,0.007221400830805205,0.012423455167619802,0.005479408783353916,0.002859172038757407,0.002454431163430484,0.014662873657642184,0.008063441737205286,0.006888936597441187,0.005916377970771888,0.007187880416595705,0.0029798783503826773
49,SomMot,-0.005938521885033965,0.06896573887136384,0.020255736490320926,0.01655407305948997,0.005457478567116646,0.008470317040210885,0.002342938733439742,0.008083756019279086,0.005336884888917197,0.08307252805074913,0.028588103195868013,0.010319335647151196,0.003155224788488405,0.00598372455258731,0.001519238415838055
50,SomMot,0.0055886079196915345,0.006612050634107436,0.002852935217306629,0.004418732007558046,0.0028518469671452015,0.006320537003078131,0.0022716150511088813,-0.0019018049955200843,0.0010697845860569797,-0.005907352700763413,0.0024483764699927925,-0.000491222938536362,0.002686255845958309,0.0036274165284174266,0.001538973147984179
51,SomMot,0.0055693217312698644,0.04048458614541743,0.0060598862151528135,0.0056362187535250905,0.003750284010351625,0.005236040409120957,0.0028408426255635724,0.000400178344404134,0.002525284012079618,0.02979366211140071,0.0046133501880959585,0.0034010044899447146,0.004067659609837681,0.003430194124607611,0.0018866497193886895
52,SomMot,0.005378035725677252,0.02832538559751536,0.0070399826887370355,0.005055884985346348,0.004054048275583865,0.0061381594833460175,0.002831768892918506,-0.001082274497999669,0.00244034174123802,0.016451983219720568,0.007480616768292554,0.002787597066810643,0.004150461435451505,0.004237807010855544,0.002214337175720428
