map,cortical_mean,cortical_mean_ci_low,cortical_mean_ci_high,cortical_mean_t,cortical_mean_p,hierarchy_contrast_mean,hierarchy_ci_low,hierarchy_ci_high,hierarchy_t,hierarchy_p,gradient_r_mean,gradient_r_ci_low,gradient_r_ci_high,gradient_t,gradient_p,cortical_mean_q_fdr,hierarchy_q_fdr,gradient_q_fdr
shared,0.0481662900074508,0.0383312080160673,0.0580013719988344,13.597350814551962,0.0001693691786462,-0.0008856289444115,-0.0182783452125697,0.0165070873237467,-0.1413752808832087,0.8944077451785114,-0.3430651566572291,-0.5261366333375991,-0.1599936799768591,-5.202894477264087,0.0065032203717011,0.0006774767145848,0.8944077451785114,0.0260128814868044
unique_e34_shared,0.0127431567593258,0.005990037532035,0.0194962759866166,5.2391604558405644,0.0063438939020642,0.0074693575996649,-6.636239637792998e-05,0.0150050775957077,2.7519946809928792,0.0512692490968359,0.2126888418052612,-0.0390668921957246,0.4644445758062471,2.345602558383409,0.0788935383802312,0.0084741879091288,0.10112859566682934,0.1577870767604624
fine_grained_advantage,0.0069251599999928,0.0029426171765222,0.0109077028234633,4.82790203067696,0.0084741879091288,0.0054229216565644,-0.0008987210422605,0.0117445643553894,2.381729719086781,0.075846446750122,0.0571439821498884,-0.2446724046632793,0.3589603689630563,0.5256743386494146,0.6269084290564041,0.0084741879091288,0.10112859566682934,0.6269084290564041
unique_e34_video,0.0097259463629018,0.0045459133198495,0.0149059794059541,5.21300847856821,0.0064583002883557,0.0071381723656833,0.0032267610635741,0.0110495836677924,5.066903527653197,0.0071458927150485,0.1171523447021543,-0.2396111850623552,0.4739158744666639,0.911716100088598,0.4134943107200815,0.0084741879091288,0.028583570860194,0.5513257476267753
