source,setting,emotion_idx,K,top1_cluster_count,top1_cluster_pct,top3_cluster_pct,entropy,null_mean,p_perm
voxel__sub-01,kmeans_K50,13,50,12,0.11009174311926606,0.23853211009174313,3.3851956658180757,3.6574621200561523,0.0
voxel__sub-01,kmeans_K50,14,50,19,0.1743119266055046,0.3394495412844037,3.1058214376998454,3.6574621200561523,0.0
voxel__sub-01,kmeans_K50,15,50,11,0.10091743119266056,0.24770642201834864,3.411174171492702,3.6574621200561523,2e-05
voxel__sub-01,kmeans_K50,16,50,7,0.06422018348623854,0.1834862385321101,3.4373839640429584,3.6574621200561523,7e-05
voxel__sub-01,kmeans_K50,17,50,9,0.08256880733944955,0.21100917431192662,3.483292443266645,3.6574621200561523,0.00081
voxel__sub-01,kmeans_K50,18,50,7,0.06422018348623854,0.1834862385321101,3.5112113912188345,3.6574621200561523,0.00336
voxel__sub-01,kmeans_K50,19,50,9,0.08256880733944955,0.23853211009174313,3.321089446468596,3.6574621200561523,0.0
voxel__sub-01,kmeans_K50,20,50,10,0.09174311926605505,0.22018348623853212,3.4967071909724003,3.6574621200561523,0.00159
voxel__sub-01,kmeans_K50,21,50,10,0.09174311926605505,0.23853211009174313,3.304867319523679,3.6574621200561523,0.0
voxel__sub-01,kmeans_K50,22,50,9,0.08256880733944955,0.21100917431192662,3.4663069386130076,3.6574621200561523,0.00036
voxel__sub-01,kmeans_K50,23,50,9,0.08256880733944955,0.1926605504587156,3.43949735094428,3.6574621200561523,7e-05
voxel__sub-01,kmeans_K50,24,50,7,0.06422018348623854,0.1834862385321101,3.4288310494888545,3.6574621200561523,5e-05
voxel__sub-01,kmeans_K50,25,50,8,0.07339449541284404,0.1834862385321101,3.4377518815488397,3.6574621200561523,7e-05
voxel__sub-01,kmeans_K50,26,50,10,0.09174311926605505,0.23853211009174313,3.359124012687051,3.6574621200561523,0.0
voxel__sub-01,kmeans_K50,27,50,9,0.08256880733944955,0.23853211009174313,3.3949168736444717,3.6574621200561523,0.0
voxel__sub-01,kmeans_K50,28,50,8,0.07339449541284404,0.1743119266055046,3.641244631804971,3.6574621200561523,0.35749
voxel__sub-01,kmeans_K50,29,50,7,0.06422018348623854,0.1926605504587156,3.513840562777564,3.6574621200561523,0.00384
voxel__sub-01,kmeans_K50,30,50,18,0.1651376146788991,0.3302752293577982,3.239566313967919,3.6574621200561523,0.0
voxel__sub-01,kmeans_K50,31,50,10,0.09174311926605505,0.25688073394495414,3.347986918537049,3.6574621200561523,0.0
voxel__sub-01,kmeans_K50,32,50,7,0.06422018348623854,0.1559633027522936,3.6101064449078755,3.6574621200561523,0.16568
voxel__sub-01,kmeans_K50,33,50,8,0.07339449541284404,0.1926605504587156,3.383659455039901,3.6574621200561523,0.0
voxel__sub-02,kmeans_K15,0,15,15,0.13761467889908258,0.3394495412844037,2.5899369313477996,2.642012596130371,0.0351
voxel__sub-02,kmeans_K15,1,15,15,0.13761467889908258,0.3761467889908257,2.562100181882118,2.642012596130371,0.00635
voxel__sub-02,kmeans_K15,2,15,13,0.11926605504587157,0.3394495412844037,2.480667795518692,2.642012596130371,0.0
voxel__sub-02,kmeans_K15,3,15,18,0.1651376146788991,0.3669724770642202,2.571472049378879,2.642012596130371,0.01117
voxel__sub-02,kmeans_K15,4,15,18,0.1651376146788991,0.42201834862385323,2.5216926146252105,2.642012596130371,0.00038
voxel__sub-02,kmeans_K15,5,15,21,0.1926605504587156,0.42201834862385323,2.4916562603055805,2.642012596130371,5e-05
voxel__sub-02,kmeans_K15,6,15,15,0.13761467889908258,0.3394495412844037,2.5884333481008106,2.642012596130371,0.03206
voxel__sub-02,kmeans_K15,7,15,20,0.1834862385321101,0.3761467889908257,2.5049339183550745,2.642012596130371,8e-05
voxel__sub-02,kmeans_K15,8,15,14,0.12844036697247707,0.3577981651376147,2.566330183121071,2.642012596130371,0.00827
voxel__sub-02,kmeans_K15,9,15,19,0.1743119266055046,0.3853211009174312,2.491594906367323,2.642012596130371,5e-05
voxel__sub-02,kmeans_K15,10,15,23,0.21100917431192662,0.44036697247706424,2.4434511133468453,2.642012596130371,0.0
voxel__sub-02,kmeans_K15,11,15,14,0.12844036697247707,0.3486238532110092,2.580758685176982,2.642012596130371,0.02005
