subject,map,network,mean
2,unique_e2_vc,Cont,0.000549779392769486
2,unique_e2_vc,Default,0.0005567489316458765
3,unique_e2_vc,Vis,0.00014670257046249364
3,unique_e2_vc,SomMot,0.000255403426177063
3,unique_e2_vc,DorsAttn,0.0002321493370957695
3,unique_e2_vc,SalVentAttn,0.00023871494834821477
3,unique_e2_vc,Limbic,0.00011509668788514457
3,unique_e2_vc,Cont,0.00025661152043263136
3,unique_e2_vc,Default,0.0002601512329419499
4,unique_e2_vc,Vis,0.00011860976863918139
4,unique_e2_vc,SomMot,0.00046075114859835174
4,unique_e2_vc,DorsAttn,0.00011319166121418767
4,unique_e2_vc,SalVentAttn,0.0002583297451142981
4,unique_e2_vc,Limbic,0.0003085017609066107
4,unique_e2_vc,Cont,0.00039299380840682185
4,unique_e2_vc,Default,0.0004974308427507277
5,unique_e2_vc,Vis,0.000125881964170228
5,unique_e2_vc,SomMot,0.00048617382443725323
5,unique_e2_vc,DorsAttn,0.00018515186714501214
5,unique_e2_vc,SalVentAttn,0.00017500230909118622
5,unique_e2_vc,Limbic,0.00017107354679209047
5,unique_e2_vc,Cont,0.0003196847746938855
5,unique_e2_vc,Default,0.000303028577998186
1,unique_e34_vc,Vis,0.0012588256509805371
1,unique_e34_vc,SomMot,0.0017189900808940782
1,unique_e34_vc,DorsAttn,0.0012761639627947032
1,unique_e34_vc,SalVentAttn,0.0016211647854304642
1,unique_e34_vc,Limbic,0.0009719969916813189
1,unique_e34_vc,Cont,0.0015948882887161296
1,unique_e34_vc,Default,0.0015334167544198013
2,unique_e34_vc,Vis,0.0011686967771002393
2,unique_e34_vc,SomMot,0.0020614742955666365
2,unique_e34_vc,DorsAttn,0.0010656946382479773
2,unique_e34_vc,SalVentAttn,0.0012500897012190193
2,unique_e34_vc,Limbic,0.000992051216675479
2,unique_e34_vc,Cont,0.002131699376491165
2,unique_e34_vc,Default,0.0021625641302896576
3,unique_e34_vc,Vis,0.0008378909736558341
3,unique_e34_vc,SomMot,0.0011279940676715236
3,unique_e34_vc,DorsAttn,0.0015186954658484007
3,unique_e34_vc,SalVentAttn,0.0013704594816588333
3,unique_e34_vc,Limbic,0.001070160126001286
3,unique_e34_vc,Cont,0.0021752371053870632
3,unique_e34_vc,Default,0.0018099943688918113
4,unique_e34_vc,Vis,0.00017126201678090716
4,unique_e34_vc,SomMot,0.0010483920906368932
4,unique_e34_vc,DorsAttn,0.0013665847282382105
4,unique_e34_vc,SalVentAttn,0.000696616189334679
4,unique_e34_vc,Limbic,0.0009200479589532551
4,unique_e34_vc,Cont,0.0008069711450553057
4,unique_e34_vc,Default,0.0011295096699716518
5,unique_e34_vc,Vis,0.00029272297189997606
5,unique_e34_vc,SomMot,0.0008310786785814237
5,unique_e34_vc,DorsAttn,0.0015350657130060717
5,unique_e34_vc,SalVentAttn,0.0008763631636507566
5,unique_e34_vc,Limbic,0.0008187001687630988
5,unique_e34_vc,Cont,0.0008568392444282471
5,unique_e34_vc,Default,0.0007688580220400631
1,matched_2d_vs_av,Vis,-0.0005619764509364562
1,matched_2d_vs_av,SomMot,-0.0004720331017568801
1,matched_2d_vs_av,DorsAttn,-0.0004706852061548127
1,matched_2d_vs_av,SalVentAttn,-0.0003242076541411379
1,matched_2d_vs_av,Limbic,-0.00016455737336145394
1,matched_2d_vs_av,Cont,-0.0004357728850987132
1,matched_2d_vs_av,Default,-0.00040421893271806107
2,matched_2d_vs_av,Vis,-0.00018007862409549996
2,matched_2d_vs_av,SomMot,-0.00019916641122159312
2,matched_2d_vs_av,DorsAttn,-0.00014082199615384652
2,matched_2d_vs_av,SalVentAttn,-0.000259347219502221
2,matched_2d_vs_av,Limbic,-0.00030521010095426224
2,matched_2d_vs_av,Cont,-0.0003223493276611905
2,matched_2d_vs_av,Default,-0.00024505040512510503
3,matched_2d_vs_av,Vis,-0.00011272139534401395
3,matched_2d_vs_av,SomMot,-0.00023289276256605835
3,matched_2d_vs_av,DorsAttn,-5.034721663590135e-05
3,matched_2d_vs_av,SalVentAttn,-0.00019952457600599642
3,matched_2d_vs_av,Limbic,-5.707124153967543e-05
3,matched_2d_vs_av,Cont,-0.00020772528721111862
3,matched_2d_vs_av,Default,-6.896024751228609e-05
4,matched_2d_vs_av,Vis,-3.4799013966062116e-05
4,matched_2d_vs_av,SomMot,1.700906448064378e-05
4,matched_2d_vs_av,DorsAttn,-0.00011011068598046227
4,matched_2d_vs_av,SalVentAttn,-5.652700612581151e-05
4,matched_2d_vs_av,Limbic,1.5092614436769295e-05
4,matched_2d_vs_av,Cont,-0.00012240653283164857
4,matched_2d_vs_av,Default,-0.00018297989831473526
5,matched_2d_vs_av,Vis,-5.1425196134275694e-05
5,matched_2d_vs_av,SomMot,-9.636982714727798e-05
5,matched_2d_vs_av,DorsAttn,-0.00011025653218781737
5,matched_2d_vs_av,SalVentAttn,-9.242804208714837e-05
5,matched_2d_vs_av,Limbic,1.0249281157678971e-05
5,matched_2d_vs_av,Cont,8.479293248070396e-06
5,matched_2d_vs_av,Default,1.7702184462739738e-05
1,fine_grained_vs_av,Vis,0.0002833088394444196
1,fine_grained_vs_av,SomMot,0.0006631845982079773
1,fine_grained_vs_av,DorsAttn,0.00048084324106773473
1,fine_grained_vs_av,SalVentAttn,0.0008903148989029706
1,fine_grained_vs_av,Limbic,0.0004092322541949159
1,fine_grained_vs_av,Cont,0.0005996412590415714
1,fine_grained_vs_av,Default,0.0007272891876878345
2,fine_grained_vs_av,Vis,0.0005791418971261673
2,fine_grained_vs_av,SomMot,0.0009611405926223635
2,fine_grained_vs_av,DorsAttn,0.0006066236793610451
2,fine_grained_vs_av,SalVentAttn,0.0006229488617117128
2,fine_grained_vs_av,Limbic,0.0003216161848511504
2,fine_grained_vs_av,Cont,0.0012595706560604885
2,fine_grained_vs_av,Default,0.0013607647935186759
3,fine_grained_vs_av,Vis,0.0005784670078493265
3,fine_grained_vs_av,SomMot,0.0006396978789284023
3,fine_grained_vs_av,DorsAttn,0.00123619891211673
3,fine_grained_vs_av,SalVentAttn,0.0009322199573046222
3,fine_grained_vs_av,Limbic,0.0008979921965764658
3,fine_grained_vs_av,Cont,0.001710900297743313
3,fine_grained_vs_av,Default,0.0014808828884375752
4,fine_grained_vs_av,Vis,1.7853234175663656e-05
4,fine_grained_vs_av,SomMot,0.0006046500065191851
4,fine_grained_vs_av,DorsAttn,0.0011432823810435604
4,fine_grained_vs_av,SalVentAttn,0.0003817594380945693
4,fine_grained_vs_av,Limbic,0.0006266388124834138
4,fine_grained_vs_av,Cont,0.0002915708038168353
4,fine_grained_vs_av,Default,0.0004490989289061889
5,fine_grained_vs_av,Vis,0.00011541581159547238
5,fine_grained_vs_av,SomMot,0.0002485350269968924
5,fine_grained_vs_av,DorsAttn,0.0012396573136732422
5,fine_grained_vs_av,SalVentAttn,0.0006089328124724221
5,fine_grained_vs_av,Limbic,0.0006578759031286873
5,fine_grained_vs_av,Cont,0.000545633762982432
5,fine_grained_vs_av,Default,0.0004835316285046169
1,resolution_34d_vs_2d,Vis,0.0008452852903808758
1,resolution_34d_vs_2d,SomMot,0.0011352176999648573
1,resolution_34d_vs_2d,DorsAttn,0.0009515284472225474
1,resolution_34d_vs_2d,SalVentAttn,0.0012145225530441086
1,resolution_34d_vs_2d,Limbic,0.0005737896275563698
1,resolution_34d_vs_2d,Cont,0.0010354141441402847
1,resolution_34d_vs_2d,Default,0.0011315081204058956
2,resolution_34d_vs_2d,Vis,0.0007592205212216673
2,resolution_34d_vs_2d,SomMot,0.0011603070038439566
2,resolution_34d_vs_2d,DorsAttn,0.0007474456755148915
2,resolution_34d_vs_2d,SalVentAttn,0.0008822960812139339
2,resolution_34d_vs_2d,Limbic,0.0006268262858054127
2,resolution_34d_vs_2d,Cont,0.001581919983721679
2,resolution_34d_vs_2d,Default,0.001605815198643781
3,resolution_34d_vs_2d,Vis,0.0006911884031933404
3,resolution_34d_vs_2d,SomMot,0.0008725906414944607
3,resolution_34d_vs_2d,DorsAttn,0.0012865461287526313
3,resolution_34d_vs_2d,SalVentAttn,0.0011317445333106186
3,resolution_34d_vs_2d,Limbic,0.0009550634381161413
3,resolution_34d_vs_2d,Cont,0.0019186255849544319
3,resolution_34d_vs_2d,Default,0.0015498431359498614
4,resolution_34d_vs_2d,Vis,5.265224814172577e-05
4,resolution_34d_vs_2d,SomMot,0.0005876409420385413
4,resolution_34d_vs_2d,DorsAttn,0.0012533930670240228
4,resolution_34d_vs_2d,SalVentAttn,0.00043828644422038083
4,resolution_34d_vs_2d,Limbic,0.0006115461980466444
4,resolution_34d_vs_2d,Cont,0.0004139773366484839
4,resolution_34d_vs_2d,Default,0.0006320788272209241
5,resolution_34d_vs_2d,Vis,0.00016684100772974809
5,resolution_34d_vs_2d,SomMot,0.00034490485414417037
5,resolution_34d_vs_2d,DorsAttn,0.0013499138458610597
5,resolution_34d_vs_2d,SalVentAttn,0.0007013608545595704
5,resolution_34d_vs_2d,Limbic,0.0006476266219710083
5,resolution_34d_vs_2d,Cont,0.0005371544697343616
5,resolution_34d_vs_2d,Default,0.0004658294440418772
1,unique_e3_vc,Vis,0.0004210265636273025
1,unique_e3_vc,SomMot,0.0006002030585040289
1,unique_e3_vc,DorsAttn,0.00042941301206839627
1,unique_e3_vc,SalVentAttn,0.00048546497143864986
1,unique_e3_vc,Limbic,0.00044602087743232335
1,unique_e3_vc,Cont,0.0005778041483426289
1,unique_e3_vc,Default,0.0004389504414614415
2,unique_e3_vc,Vis,0.0005226752924371025
2,unique_e3_vc,SomMot,0.0010173952760007298
2,unique_e3_vc,DorsAttn,0.0004140739233068829
2,unique_e3_vc,SalVentAttn,0.00047316389230678507
2,unique_e3_vc,Limbic,0.0004365381806883993
2,unique_e3_vc,Cont,0.000614068639720396
2,unique_e3_vc,Default,0.0006621077346379717
3,unique_e3_vc,Vis,0.000167713181357967
3,unique_e3_vc,SomMot,0.0003190615904042601
3,unique_e3_vc,DorsAttn,0.0004236437186256784
3,unique_e3_vc,SalVentAttn,0.00034874358144491944
3,unique_e3_vc,Limbic,0.0001821316198367929
3,unique_e3_vc,Cont,0.0004063764502397781
3,unique_e3_vc,Default,0.00032288094141048776
4,unique_e3_vc,Vis,0.00013776666264244273
4,unique_e3_vc,SomMot,0.0004936956703056173
4,unique_e3_vc,DorsAttn,0.00019045364807279455
4,unique_e3_vc,SalVentAttn,0.0002962814119480642
4,unique_e3_vc,Limbic,0.0003363221245345323
4,unique_e3_vc,Cont,0.0004030114906313989
4,unique_e3_vc,Default,0.0005370590898220256
5,unique_e3_vc,Vis,0.00016677758929989624
5,unique_e3_vc,SomMot,0.0005558120409752611
5,unique_e3_vc,DorsAttn,0.0003803444203982897
5,unique_e3_vc,SalVentAttn,0.00027700934859906985
5,unique_e3_vc,Limbic,0.0002575621943526639
5,unique_e3_vc,Cont,0.0003969562849993634
5,unique_e3_vc,Default,0.0004219907280491414
1,unique_e5_vc,Vis,0.0005461283455963484
1,unique_e5_vc,SomMot,0.0007911685236631678
1,unique_e5_vc,DorsAttn,0.0006763692004742752
1,unique_e5_vc,SalVentAttn,0.0006497673078151572
1,unique_e5_vc,Limbic,0.0005421807672227372
1,unique_e5_vc,Cont,0.0006909744751196959
1,unique_e5_vc,Default,0.0005689891474172446
2,unique_e5_vc,Vis,0.0006437896967488911
2,unique_e5_vc,SomMot,0.001204246232107917
2,unique_e5_vc,DorsAttn,0.0005363958220890332
2,unique_e5_vc,SalVentAttn,0.0007440466815726169
2,unique_e5_vc,Limbic,0.0005084936961491457
2,unique_e5_vc,Cont,0.0009537689458741932
2,unique_e5_vc,Default,0.0010147981296133883
3,unique_e5_vc,Vis,0.00015092942953131945
3,unique_e5_vc,SomMot,0.0003072136006943899
3,unique_e5_vc,DorsAttn,0.0005185064039912132
3,unique_e5_vc,SalVentAttn,0.0004670731189316091
3,unique_e5_vc,Limbic,0.00018410386215067948
3,unique_e5_vc,Cont,0.0005346893271019637
3,unique_e5_vc,Default,0.00038224855307570813
4,unique_e5_vc,Vis,0.00025728883920607106
4,unique_e5_vc,SomMot,0.0006140376408504357
4,unique_e5_vc,DorsAttn,0.000409114925504176
4,unique_e5_vc,SalVentAttn,0.00039745758042707813
4,unique_e5_vc,Limbic,0.0004361917813757849
4,unique_e5_vc,Cont,0.0004492977239860786
4,unique_e5_vc,Default,0.0006604887433313824
5,unique_e5_vc,Vis,0.00028698523408534406
5,unique_e5_vc,SomMot,0.0006435735680135818
5,unique_e5_vc,DorsAttn,0.0006236348178093525
5,unique_e5_vc,SalVentAttn,0.0003834539579161618
5,unique_e5_vc,Limbic,0.00027299921233664426
5,unique_e5_vc,Cont,0.0003959481139923056
5,unique_e5_vc,Default,0.00044622742338512903
1,unique_e10_vc,Vis,0.0014016507975252454
1,unique_e10_vc,SomMot,0.0017211320548556983
1,unique_e10_vc,DorsAttn,0.0015651003407682281
1,unique_e10_vc,SalVentAttn,0.0014766940129410943
1,unique_e10_vc,Limbic,0.0009917856221894168
1,unique_e10_vc,Cont,0.0015363367265759653
1,unique_e10_vc,Default,0.0013404873139800935
2,unique_e10_vc,Vis,0.0009412307051780476
2,unique_e10_vc,SomMot,0.0016989703191464865
2,unique_e10_vc,DorsAttn,0.0011044557412844946
2,unique_e10_vc,SalVentAttn,0.0012337997628436381
2,unique_e10_vc,Limbic,0.0008101790377685111
2,unique_e10_vc,Cont,0.0017930743110749407
2,unique_e10_vc,Default,0.001817534267281422
3,unique_e10_vc,Vis,0.0005859313023847706
3,unique_e10_vc,SomMot,0.0007984501496265106
3,unique_e10_vc,DorsAttn,0.0011183957850662938
3,unique_e10_vc,SalVentAttn,0.001142702632000882
3,unique_e10_vc,Limbic,0.0005654472629651292
3,unique_e10_vc,Cont,0.0015677903092100492
3,unique_e10_vc,Default,0.0011794737719178117
4,unique_e10_vc,Vis,0.0003651633485259402
4,unique_e10_vc,SomMot,0.0008071375860699001
4,unique_e10_vc,DorsAttn,0.000948308525822894
4,unique_e10_vc,SalVentAttn,0.0005315606900733325
4,unique_e10_vc,Limbic,0.0006857094138193293
4,unique_e10_vc,Cont,0.000837309993735679
4,unique_e10_vc,Default,0.0009532390360752083
5,unique_e10_vc,Vis,0.00031676528295172243
5,unique_e10_vc,SomMot,0.0008388860185423953
5,unique_e10_vc,DorsAttn,0.0011530851450852729
5,unique_e10_vc,SalVentAttn,0.0005318185084056493
5,unique_e10_vc,Limbic,0.0006999034030789736
5,unique_e10_vc,Cont,0.0006707290350731776
5,unique_e10_vc,Default,0.0005509513303531524
1,unique_e20_vc,Vis,0.0012321801862339352
1,unique_e20_vc,SomMot,0.0015986528217629965
1,unique_e20_vc,DorsAttn,0.0014470311429904596
1,unique_e20_vc,SalVentAttn,0.0014413858418023046
1,unique_e20_vc,Limbic,0.0010517597700156179
1,unique_e20_vc,Cont,0.0014480558913484004
1,unique_e20_vc,Default,0.0013187897412873914
2,unique_e20_vc,Vis,0.00126241075068658
2,unique_e20_vc,SomMot,0.002115069929955948
2,unique_e20_vc,DorsAttn,0.0013206486968376158
2,unique_e20_vc,SalVentAttn,0.0014133471238604901
2,unique_e20_vc,Limbic,0.0010563272539664058
2,unique_e20_vc,Cont,0.0021822383135910984
2,unique_e20_vc,Default,0.0020994731490583114
3,unique_e20_vc,Vis,0.0006571346884179492
3,unique_e20_vc,SomMot,0.000830353356996248
3,unique_e20_vc,DorsAttn,0.0013262235277893613
3,unique_e20_vc,SalVentAttn,0.0010982450736630686
3,unique_e20_vc,Limbic,0.0006915054855798993
3,unique_e20_vc,Cont,0.0016616300659032994
3,unique_e20_vc,Default,0.0014199847374243388
4,unique_e20_vc,Vis,0.0002647759316066246
4,unique_e20_vc,SomMot,0.0009629293117267388
4,unique_e20_vc,DorsAttn,0.001381116050201868
4,unique_e20_vc,SalVentAttn,0.0006665984006572089
4,unique_e20_vc,Limbic,0.0008622152809481659
4,unique_e20_vc,Cont,0.0008145350996120651
4,unique_e20_vc,Default,0.0011094153442771338
5,unique_e20_vc,Vis,0.00034035493391338913
5,unique_e20_vc,SomMot,0.0008720279151817157
5,unique_e20_vc,DorsAttn,0.0013277339917943448
